nsw_demand
6905.88
6905.88
6905.88
6905.88
6905.88
6905.88
6873.99
6842.11
6810.22
6778.34
6746.45
6714.57
6680.07
6645.57
6611.07
6576.58
6542.08
6507.58
6465.56
6423.53
6381.51
6339.48
6297.46
6255.43
6227.39
6199.35
6171.31
6143.27
6115.22
6087.18
6067.81
6048.44
6029.07
6009.7
5990.33
5970.96
5958.27
5945.58
5932.88
5920.19
5907.5
5894.81
5883.67
5872.54
5861.41
5850.28
5839.15
5828.02
5827.28
5826.54
5825.8
5825.06
5824.32
5823.58
5819.33
5815.07
5810.81
5806.56
5802.3
5798.04
5803.59
5809.15
5814.7
5820.25
5825.81
5831.36
5839.27
5847.18
5855.09
5863
5870.9
5878.81
5892.54
5906.26
5919.99
5933.71
5947.43
5961.16
5977.67
5994.19
6010.71
6027.22
6043.74
6060.26
6092.03
6123.8
6155.57
6187.35
6219.12
6250.89
6278.35
6305.8
6333.26
6360.72
6388.17
6415.63
6456.81
6497.99
6539.16
6580.34
6621.52
6662.7
6700.97
6739.24
6777.51
6815.77
6854.04
6892.31
6928.11
6963.9
6999.7
7035.5
7071.29
7107.09
7147.08
7187.06
7227.05
7267.03
7307.02
7347
7383.33
7419.67
7456
7492.33
7528.67
7565
7597.37
7629.73
7662.1
7694.47
7726.83
7759.2
7796.22
7833.24
7870.26
7907.29
7944.31
7981.33
8017.34
8053.34
8089.35
8125.36
8161.37
8197.37
8223.72
8250.07
8276.42
8302.76
8329.11
8355.46
8379.45
8403.44
8427.43
8451.42
8475.41
8499.4
8525.87
8552.34
8578.81
8605.28
8631.75
8658.22
8686.83
8715.44
8744.05
8772.66
8801.27
8829.88
8859.9
8889.92
8919.94
8949.96
8979.99
9010.01
9035.27
9060.54
9085.8
9111.07
9136.33
9161.6
9181.56
9201.53
9221.49
9241.46
9261.42
9281.39
9308.47
9335.56
9362.64
9389.72
9416.81
9443.89
9473.53
9503.16
9532.8
9562.43
9592.07
9621.71
9649.03
9676.35
9703.68
9731
9758.33
9785.65
9795.2
9804.75
9814.31
9823.86
9833.41
9842.96
9841.21
9839.46
9837.71
9835.96
9834.21
9832.46
9806.63
9780.79
9754.95
9729.12
9703.28
9677.44
9638.66
9599.88
9561.1
9522.33
9483.55
9444.77
9408.96
9373.16
9337.36
9301.55
9265.75
9229.94
9217.3
9204.65
9192
9179.35
9166.7
9154.06
9122.03
9090
9057.97
9025.94
8993.92
8961.89
8918.27
8874.65
8831.03
8787.41
8743.79
8700.17
8661.75
8623.34
8584.92
8546.51
8508.09
8469.68
8416.7
8363.73
8310.75
8257.78
8204.8
8151.83
8117.16
8082.49
8047.82
8013.15
7978.48
7943.81
7896.46
7849.12
7801.78
7754.43
7707.09
7659.75
7620.69
7581.63
7542.57
7503.51
7464.45
7425.39
7386.61
7347.82
7309.04
7270.25
7231.47
7192.68
7154.5
7116.32
7078.13
7039.95
7001.77
6963.58
6928.35
6893.12
6857.89
6822.65
6787.42
6752.19
6719.37
6686.56
6653.74
6620.92
6588.11
6555.29
6516.95
6478.62
6440.28
6401.95
6363.61
6325.28
6305.89
6286.5
6267.12
6247.73
6228.35
6208.96
6201.18
6193.39
6185.6
6177.82
6170.03
6162.25
6156.92
6151.59
6146.26
6140.92
6135.59
6130.26
6128.87
6127.48
6126.09
6124.69
6123.3
6121.91
6138.78
6155.66
6172.53
6189.4
6206.28
6223.15
6238.01
6252.86
6267.72
6282.58
6297.43
6312.29
6344.32
6376.35
6408.38
6440.41
6472.44
6504.47
6544.54
6584.62
6624.69
6664.77
6704.84
6744.92
6791.36
6837.81
6884.25
6930.69
6977.14
7023.58
7073.65
7123.72
7173.8
7223.87
7273.94
7324.01
7364.48
7404.95
7445.43
7485.9
7526.37
7566.84
7594.75
7622.66
7650.57
7678.48
7706.38
7734.29
7761.91
7789.54
7817.16
7844.78
7872.4
7900.03
7908.83
7917.63
7926.43
7935.23
7944.03
7952.84
